0,1
Datasets/LJSpeech-1.1/wavs/LJ011-0075.wav,"one was that of captain montgomery, who assumed the aliases of colonel wallace and colonel morgan."
Datasets/LJSpeech-1.1/wavs/LJ028-0413.wav,in his quaint way he says:
Datasets/LJSpeech-1.1/wavs/LJ025-0020.wav,"although the parts of some plants exhibit oscillating movements without any perceptible cause and the leaves of others retract when touched,"
Datasets/LJSpeech-1.1/wavs/LJ039-0041.wav,i am getting a little confused with so many questions.
Datasets/LJSpeech-1.1/wavs/LJ050-0165.wav,"the commission had occasion to become informed, to a limited extent, about the data processing techniques of other federal intelligence and law enforcement agencies."
Datasets/LJSpeech-1.1/wavs/LJ015-0226.wav,"after hanging about the folkestone office for some time, they saw at last that the key was kept in a certain cupboard."
Datasets/LJSpeech-1.1/wavs/LJ024-0115.wav,to them i say: we cannot rely on an amendment as the immediate or only answer to our present difficulties.
Datasets/LJSpeech-1.1/wavs/LJ015-0310.wav,"which had received so perverted and mistaken direction,"
Datasets/LJSpeech-1.1/wavs/LJ017-0127.wav,"but the chain of circumstantial evidence was strong enough to satisfy the jury, who agreed to their verdict in an hour."
Datasets/LJSpeech-1.1/wavs/LJ003-0191.wav,strange and inconceivable delay occurred in carrying out the extreme sentence.
Datasets/LJSpeech-1.1/wavs/LJ013-0190.wav,and at last his lordship's watch was found secreted under the leads of the sink.
Datasets/LJSpeech-1.1/wavs/LJ002-0203.wav,the half or wholly starved prisoners fished for alms or food at the gratings.
Datasets/LJSpeech-1.1/wavs/LJ027-0113.wav,of course the theory of descent with adaptive modification has a simple answer to supply
Datasets/LJSpeech-1.1/wavs/LJ019-0215.wav,"why not move the city prison bodily into this more rural spot, with its purer air and greater breathing space?"
Datasets/LJSpeech-1.1/wavs/LJ023-0035.wav,for in the last three national elections
Datasets/LJSpeech-1.1/wavs/LJ028-0303.wav,"i think they will believe my words and entrust me with a command of troops. thou, on thy part, must wait"
Datasets/LJSpeech-1.1/wavs/LJ005-0198.wav,"in another borough, with a population of ten thousand, the prison was of the same dimensions."
Datasets/LJSpeech-1.1/wavs/LJ008-0109.wav,"as we crossed the press yard a cock crew, and the solitary clanking of a restless chain was dreadfully horrible."
Datasets/LJSpeech-1.1/wavs/LJ009-0088.wav,"ignominy, sorrow, sufferings, wretchedness, pangs,"
Datasets/LJSpeech-1.1/wavs/LJ016-0288.wav,"""müller, müller, he's the man,"" till a diversion was created by the appearance of the gallows, which was received with continuous yells."
Datasets/LJSpeech-1.1/wavs/LJ010-0055.wav,"but they came one and all to newgate for trial at the old bailey, and remained there after conviction till they were hanged."
Datasets/LJSpeech-1.1/wavs/LJ005-0230.wav,"these justices were to inspect every part of the prison, and examine into the state and condition of prisoners."
Datasets/LJSpeech-1.1/wavs/LJ038-0225.wav,"which would indicate that it was probably written before the birth of oswald's second child on october twenty, nineteen sixty-three."
Datasets/LJSpeech-1.1/wavs/LJ009-0003.wav,"even so severe a critic as mr. wakefield states that ""a stranger to the scene"
Datasets/LJSpeech-1.1/wavs/LJ015-0063.wav,"but neither robson nor redpath would have been able to pursue their fraudulent designs with success had they not, like watts,"
Datasets/LJSpeech-1.1/wavs/LJ045-0140.wav,the arguments he used to justify his use of the alias suggest that oswald may have come to think that the whole world was becoming involved
Datasets/LJSpeech-1.1/wavs/LJ049-0014.wav,"the commission regards such impromptu stops as presenting an unnecessary danger,"
Datasets/LJSpeech-1.1/wavs/LJ006-0301.wav,"this woman was really his servant, employed to help in cleaning, and taken on whenever there was extra work to be done."
Datasets/LJSpeech-1.1/wavs/LJ017-0156.wav,and told her sister as much when they last met.
Datasets/LJSpeech-1.1/wavs/LJ041-0053.wav,continued during this period in new orleans (nineteen fifty-four to nineteen fifty-six).
Datasets/LJSpeech-1.1/wavs/LJ042-0192.wav,"are preferred rather than loud and useless manifestations of protest, end quote, oswald went on to note, quote,"
Datasets/LJSpeech-1.1/wavs/LJ039-0103.wav,"oswald, like all marine recruits, received training on the rifle range at distances up to five hundred yards,"
Datasets/LJSpeech-1.1/wavs/LJ020-0069.wav,one even teaspoonful of salt.
Datasets/LJSpeech-1.1/wavs/LJ022-0192.wav,they contemplate the enrichment of our national life
Datasets/LJSpeech-1.1/wavs/LJ033-0085.wav,she then opened the kitchen door and saw oswald open the right rear door of her brother's car and place the package in the back of the car.
Datasets/LJSpeech-1.1/wavs/LJ035-0010.wav,"as he turned the corner from main onto houston at a speed of about five to ten miles per hour,"
Datasets/LJSpeech-1.1/wavs/LJ031-0064.wav,drs. paul c. peters and charles r. baxter initiated these procedures.
Datasets/LJSpeech-1.1/wavs/LJ041-0001.wav,report of the president's commission on the assassination of president kennedy. the warren commission report. by the president's commission on the assassination of president kennedy.
Datasets/LJSpeech-1.1/wavs/LJ015-0002.wav,"the course of the swindlers was by no means smooth, but it was not till eighteen fifty-four that suspicion arose that anything was wrong."
Datasets/LJSpeech-1.1/wavs/LJ003-0028.wav,and no doubt made the meat also pay toll.
Datasets/LJSpeech-1.1/wavs/LJ016-0367.wav,under the new system the whole of the arrangements from first to last fell upon the officers.
Datasets/LJSpeech-1.1/wavs/LJ010-0221.wav,"another letter directed oxford to attend an extraordinary meeting of ""young england"""
Datasets/LJSpeech-1.1/wavs/LJ005-0110.wav,and so passing by the roof down into the garden and on to freedom.
Datasets/LJSpeech-1.1/wavs/LJ044-0231.wav,while some of castro's more severe criticisms of president kennedy might have led oswald to believe that he would be well received in cuba
Datasets/LJSpeech-1.1/wavs/LJ017-0037.wav,"under the authority of an act passed on purpose, known as the trial of offenses act, and sometimes as lord campbell's act."
Datasets/LJSpeech-1.1/wavs/LJ041-0189.wav,he was concerned with his image in history and i do think that is why he chose the particular method of defecting he chose and did it in the way he did.
Datasets/LJSpeech-1.1/wavs/LJ029-0203.wav,"greet the president of the united states with the warmth and pride that keep the dallas spirit famous the world over, end quote,"
Datasets/LJSpeech-1.1/wavs/LJ019-0047.wav,when thoughtful people who concerned themselves closely with social questions were greatly exercised as to the best system of treating the inmates of a jail.
Datasets/LJSpeech-1.1/wavs/LJ011-0046.wav,"as i have already said, they took the chaplain seriously to task for the bad taste shown in the condemned sermon preached before fauntleroy."
Datasets/LJSpeech-1.1/wavs/LJ041-0029.wav,"oswald started to read communist literature, which he obtained from the public library."
Datasets/LJSpeech-1.1/wavs/LJ037-0201.wav,"heinz w. michaelis, office manager of both george rose and co., incorporated and seaport traders, incorporated."
Datasets/LJSpeech-1.1/wavs/LJ003-0057.wav,"a further sub-classification was attempted by separating at night those charged with misdemeanors from those charged with felony,"
Datasets/LJSpeech-1.1/wavs/LJ007-0121.wav,"there were no restraints, cards and backgammon were played, and the time passed in feasting and revelry."
Datasets/LJSpeech-1.1/wavs/LJ002-0071.wav,"it was large and comparatively commodious, being maintained on a better footing than any other part of the prison."
Datasets/LJSpeech-1.1/wavs/LJ039-0158.wav,"were capable of firing the shots which were fired by the assassin on november twenty-two, nineteen sixty-three."
Datasets/LJSpeech-1.1/wavs/LJ004-0190.wav,"there were eighty-four separate sleeping-cells, and unless the jail was overcrowded, every inmate passed the night alone,"
Datasets/LJSpeech-1.1/wavs/LJ003-0247.wav,"or the faithful discharge of some petty office, such as gatesman or captain of a ward."
Datasets/LJSpeech-1.1/wavs/LJ029-0110.wav,the route impressed the agents as a natural and desirable one.
Datasets/LJSpeech-1.1/wavs/LJ011-0282.wav,"he gave in, and signed the documents thus illegally extorted."
Datasets/LJSpeech-1.1/wavs/LJ031-0103.wav,"while dr. carrico went on to attend the president, dr. dulany stayed with the governor and was soon joined by several other doctors."
Datasets/LJSpeech-1.1/wavs/LJ031-0009.wav,the radio log of the dallas police department shows that at twelve:thirty p.m. on november twenty-two
Datasets/LJSpeech-1.1/wavs/LJ021-0190.wav,"we do not get greatly excited nor is our peace of mind disturbed, whether we be businessmen or workers or farmers,"
Datasets/LJSpeech-1.1/wavs/LJ005-0294.wav,"it was frequently stated in evidence that the jail of the borough was in so unfit a state for the reception of prisoners,"
Datasets/LJSpeech-1.1/wavs/LJ020-0039.wav,"if rudely shaken or jarred, there will be heavy streaks in loaves."
Datasets/LJSpeech-1.1/wavs/LJ013-0101.wav,"forrester next traced the fugitives to liverpool,"
Datasets/LJSpeech-1.1/wavs/LJ001-0023.wav,"and was in fact the kind of letter used in the many splendid missals, psalters, etc., produced by printing in the fifteenth century."
Datasets/LJSpeech-1.1/wavs/LJ037-0128.wav,"were on the lot at the time, and they saw a white male with a revolver in his hands running south on patton."
Datasets/LJSpeech-1.1/wavs/LJ029-0036.wav,advance preparations for the dallas trip
Datasets/LJSpeech-1.1/wavs/LJ042-0056.wav,two. that in my own mind i have no attachments of any kind in the u.s.
Datasets/LJSpeech-1.1/wavs/LJ019-0306.wav,"while twenty-seven received less than six prisoners, and were in some instances absolutely tenantless."
Datasets/LJSpeech-1.1/wavs/LJ032-0227.wav,shaneyfelt testified that the published photographs appeared to be based on a copy of the original which the publications had each retouched differently.
Datasets/LJSpeech-1.1/wavs/LJ047-0028.wav,"he had attempted to renounce his u.s. citizenship and applied for soviet citizenship,"
Datasets/LJSpeech-1.1/wavs/LJ031-0075.wav,"in the absence of any neurological, muscular, or heart response, the doctors concluded that efforts to revive the president were hopeless."
Datasets/LJSpeech-1.1/wavs/LJ044-0054.wav,"and a newspaper clipping reporting the event, suggests that his previous story of an attack by cuban exiles was at least greatly exaggerated."
Datasets/LJSpeech-1.1/wavs/LJ023-0067.wav,"that, my friends, is what i honestly believe"
Datasets/LJSpeech-1.1/wavs/LJ008-0081.wav,"and after praying fervently for a few minutes, the steps on which she stood were drawn away, and she was left suspended."
Datasets/LJSpeech-1.1/wavs/LJ004-0113.wav,it was further ordered that male prisoners should be kept perfectly distinct from the females.
Datasets/LJSpeech-1.1/wavs/LJ003-0335.wav,"the committee did not deny the superior advantages offered by such prisons as gloucester and petworth,"
Datasets/LJSpeech-1.1/wavs/LJ002-0129.wav,"would have amounted to sixty-eight thousand, seven hundred twenty-eight pounds, and if defended,"
Datasets/LJSpeech-1.1/wavs/LJ040-0216.wav,"in view of his experiences when he visited his relatives in new orleans in the spring of nineteen fifty, and his other solitary habits,"
Datasets/LJSpeech-1.1/wavs/LJ045-0083.wav,"on that issue george de mohrenschildt, who was probably as close to the oswalds as anyone else during their first stay in dallas,"
Datasets/LJSpeech-1.1/wavs/LJ035-0203.wav,and also handled a paper bag which was found near the cartons.
Datasets/LJSpeech-1.1/wavs/LJ015-0242.wav,"re-fastened and re-sealed the bullion box, and replaced it in the safe."
Datasets/LJSpeech-1.1/wavs/LJ041-0074.wav,"john e. donovan, one of his former officers, testified that oswald thought, quote,"
Datasets/LJSpeech-1.1/wavs/LJ028-0264.wav,the women chosen were kept to make bread for the men; while the others were strangled that they might not consume the stores.
Datasets/LJSpeech-1.1/wavs/LJ019-0296.wav,complete idleness was tolerated; there was neither penal labor nor light employment.
Datasets/LJSpeech-1.1/wavs/LJ006-0161.wav,"again, a turnkey deposed that his chief did not enter the wards more than once a fortnight."
Datasets/LJSpeech-1.1/wavs/LJ005-0017.wav,tending to divest punishment of its just and salutary terrors;
Datasets/LJSpeech-1.1/wavs/LJ025-0029.wav,while the atmosphere and the earth supply plants with juices ready prepared and which can be absorbed immediately.
Datasets/LJSpeech-1.1/wavs/LJ004-0211.wav,the moral welfare of the inmates was as closely looked after as the physical.
Datasets/LJSpeech-1.1/wavs/LJ019-0004.wav,"elsewhere the spirit had been more or less active, although not uniformly or always to the same extent."
Datasets/LJSpeech-1.1/wavs/LJ003-0321.wav,"no wine or beer should be in future admitted into or sold in the jail,"
Datasets/LJSpeech-1.1/wavs/LJ008-0243.wav,"threading his way among these itinerant vendors was seen the meek-faced deliverer of tracts, the man of good intentions, now bonneted,"
Datasets/LJSpeech-1.1/wavs/LJ050-0259.wav,"some of which must be specially designed to fit unique requirements. even before the assassination, and to a far greater extent thereafter,"
Datasets/LJSpeech-1.1/wavs/LJ009-0250.wav,in such a way that the executioner found a difficulty in pinioning his hands.
Datasets/LJSpeech-1.1/wavs/LJ047-0118.wav,that oswald had told him that he had worked and been married in the soviet union.
Datasets/LJSpeech-1.1/wavs/LJ024-0017.wav,no additional place would be created.
Datasets/LJSpeech-1.1/wavs/LJ041-0043.wav,"in fact, he had quit school in an attempt to obtain his mother's assistance to join the marines."
Datasets/LJSpeech-1.1/wavs/LJ011-0129.wav,maynard was the only one who suffered death.
Datasets/LJSpeech-1.1/wavs/LJ012-0236.wav,"bishop's confession was endorsed by williams, and the immediate result was the respite of may."
Datasets/LJSpeech-1.1/wavs/LJ045-0011.wav,by some rightwing groups centered in dallas or any other general atmosphere of hate
Datasets/LJSpeech-1.1/wavs/LJ009-0039.wav,"those who sat in it were visible to the whole congregation, and still more to the ordinary,"
Datasets/LJSpeech-1.1/wavs/LJ046-0033.wav,"the adequacy of existing procedures can fairly be assessed only after full consideration of the difficulty of the protective assignment,"
Datasets/LJSpeech-1.1/wavs/LJ032-0170.wav,"the commission has concluded that the fibers in the tuft on the rifle most probably came from the shirt worn by oswald when he was arrested,"
Datasets/LJSpeech-1.1/wavs/LJ040-0090.wav,"pic did turn over part of his income to his mother,"
Datasets/LJSpeech-1.1/wavs/LJ028-0175.wav,but they add little to our knowledge.
Datasets/LJSpeech-1.1/wavs/LJ039-0058.wav,"the commission evaluated (one) the nature of the shots, (two) oswald's marine training in marksmanship,"
Datasets/LJSpeech-1.1/wavs/LJ026-0038.wav,the fact of the animal and vegetable kingdoms being related to one another like two trees united at the roots may be accounted for by the hypothesis that
Datasets/LJSpeech-1.1/wavs/LJ035-0043.wav,"yet he must have entered the vestibule door before truly reached the top of the stairwell, since truly did not see him."
Datasets/LJSpeech-1.1/wavs/LJ031-0204.wav,"with three secret service agents, accompanied president kennedy's body on the forty-five-minute automobile trip from andrews air force base to the hospital."
Datasets/LJSpeech-1.1/wavs/LJ029-0122.wav,"elm street, parallel to main street and one block north,"
Datasets/LJSpeech-1.1/wavs/LJ039-0155.wav,"or, if either the first or third shots missed, the assassin fired the three shots during a minimum time span of seven point one"
Datasets/LJSpeech-1.1/wavs/LJ021-0012.wav,"with respect to industry and business, but nearly all are agreed that private enterprise in times such as these"
Datasets/LJSpeech-1.1/wavs/LJ018-0098.wav,and recognized as one of the frequenters of the bogus law-stationers. his arrest led to that of others.
Datasets/LJSpeech-1.1/wavs/LJ003-0013.wav,"no attempt was made to check drunkenness, beyond the penalty of shutting out friends from any ward in which a prisoner exceeded."
Datasets/LJSpeech-1.1/wavs/LJ017-0130.wav,"to the last, therefore, he played the part of a man wrongfully convicted, and did not abandon hope"
Datasets/LJSpeech-1.1/wavs/LJ040-0121.wav,"on september thirty, nineteen fifty-two, lee enrolled in p.s. one seventeen"
Datasets/LJSpeech-1.1/wavs/LJ013-0174.wav,"the bundle found in the dining-room contained, with clothes, various small articles of plate and jewelery which a thief would probably have put into his pocket."
Datasets/LJSpeech-1.1/wavs/LJ012-0124.wav,"one was occupied by the portuguese ambassador, who lost a quantity of jewelery from an escritoire, and his neighbors lost plate and cash."
Datasets/LJSpeech-1.1/wavs/LJ006-0181.wav,"it was the same old story -- evil constantly in the ascendant, the least criminal at the mercy of the most depraved."
Datasets/LJSpeech-1.1/wavs/LJ028-0143.wav,"it is surrounded, in the first place, by a broad and deep moat, full of water, behind which rises a wall"
Datasets/LJSpeech-1.1/wavs/LJ037-0145.wav,"four cartridge cases were found in the shrubbery on the corner of tenth and patton by three of the eyewitnesses -- domingo benavides,"
Datasets/LJSpeech-1.1/wavs/LJ031-0012.wav,"the base station replied, quote, they have been notified, end quote,"
Datasets/LJSpeech-1.1/wavs/LJ049-0097.wav,and the attempt on the life of president-elect franklin d. roosevelt.
Datasets/LJSpeech-1.1/wavs/LJ044-0053.wav,in which he supported his report on the bringuier incident with a copy of the charges made against him
Datasets/LJSpeech-1.1/wavs/LJ050-0073.wav,result in some degree of interference with the personal liberty of those involved.
Datasets/LJSpeech-1.1/wavs/LJ008-0290.wav,of this i have treated at length in the last chapter.
Datasets/LJSpeech-1.1/wavs/LJ019-0332.wav,"the administration of good government was to be watched over by the local magistracy, certain of whom, styled visiting justices,"
Datasets/LJSpeech-1.1/wavs/LJ021-0184.wav,great britain in many ways has advanced further along lines of social security than the united states?
Datasets/LJSpeech-1.1/wavs/LJ031-0041.wav,"he noted that the president was blue-white or ashen in color; had slow, spasmodic, agonal respiration without any coordination;"
Datasets/LJSpeech-1.1/wavs/LJ026-0133.wav,"combined with nitrogen and sulphur (probably also with salts, water, etc.) to form proteid matter."
Datasets/LJSpeech-1.1/wavs/LJ043-0169.wav,"his behavior was entirely consistent with his wife's testimony that, quote,"
Datasets/LJSpeech-1.1/wavs/LJ027-0058.wav,enclosing and protecting the nervous centers (cerebrospinal axis).
Datasets/LJSpeech-1.1/wavs/LJ049-0179.wav,the commission believes that both the fbi and the secret service have too narrowly construed their respective responsibilities.
Datasets/LJSpeech-1.1/wavs/LJ005-0020.wav,"among those whom the society found arrayed against it was sydney smith,"
Datasets/LJSpeech-1.1/wavs/LJ003-0185.wav,"there was no separation even for the women under sentence of death, who lived in a common and perpetually crowded ward."
Datasets/LJSpeech-1.1/wavs/LJ038-0232.wav,"marina oswald stated that when oswald returned home on the night of the walker shooting, he told her that he had been planning the attempt for two months."
Datasets/LJSpeech-1.1/wavs/LJ011-0234.wav,"bigger ""jobs"" than ever were planned and attempted,"
Datasets/LJSpeech-1.1/wavs/LJ048-0267.wav,at any time while in travel status.
Datasets/LJSpeech-1.1/wavs/LJ012-0129.wav,learnt through the firm's correspondence that a quantity of gold-dust
Datasets/LJSpeech-1.1/wavs/LJ036-0100.wav,"notified of whaley's statement, the police brought him to the police station that afternoon."
Datasets/LJSpeech-1.1/wavs/LJ037-0161.wav,and impressed upon the lead of the bullets inconsistent individual characteristics which made identification impossible.
Datasets/LJSpeech-1.1/wavs/LJ038-0029.wav,stepped out onto the stage with them and pointed out the man who had come into the theatre without paying.
Datasets/LJSpeech-1.1/wavs/LJ009-0233.wav,"the rope still broke sometimes, although it was not often that the horrid scene seen at jersey at the beginning of the century was repeated."
Datasets/LJSpeech-1.1/wavs/LJ008-0239.wav,"the loud shout of the multitude once more subsided, or only fell upon the abstracted ear like the dreamy murmur of an ocean shell."
Datasets/LJSpeech-1.1/wavs/LJ046-0072.wav,"have been confronted in recent years with increasingly difficult problems, created by the greater exposure of the president during his travels"
Datasets/LJSpeech-1.1/wavs/LJ008-0235.wav,"every link in that great human chain is shaken, along the whole lengthened line has the motion jarred, and each in turn sees,"
Datasets/LJSpeech-1.1/wavs/LJ006-0001.wav,"the chronicles of newgate, volume two. by arthur griffiths. section nine: the first report of the inspector of prisons."
Datasets/LJSpeech-1.1/wavs/LJ024-0029.wav,there is general approval so far as the lower federal courts are concerned.
Datasets/LJSpeech-1.1/wavs/LJ041-0123.wav,"in that connection, it does not appear that oswald ever expressed any dissatisfaction of any kind with either the president or governor connally."
Datasets/LJSpeech-1.1/wavs/LJ021-0205.wav,"i believe with abraham lincoln, that ""the legitimate object of government is to do for a community of people"
Datasets/LJSpeech-1.1/wavs/LJ003-0048.wav,"i pass now to the criminal side of newgate, which consisted of the six quarters or yards already enumerated and described."
Datasets/LJSpeech-1.1/wavs/LJ014-0212.wav,a fine young officer who had been summoned to take cannon into custody when the latter was drunk and riotous in front of a public-house.
Datasets/LJSpeech-1.1/wavs/LJ013-0147.wav,who declared that the rough diamond market was in such a depressed condition that they could only afford to give one thousand seven fifty pounds for stones worth
Datasets/LJSpeech-1.1/wavs/LJ046-0157.wav,"the files are manually maintained, without use of any automatic data-processing techniques."
Datasets/LJSpeech-1.1/wavs/LJ040-0232.wav,"few social agencies even in new york were equipped to provide the kind of intensive treatment that he needed,"
Datasets/LJSpeech-1.1/wavs/LJ024-0009.wav,"by bringing into the judicial system a steady and continuing stream of new and younger blood, i hope, first,"
Datasets/LJSpeech-1.1/wavs/LJ033-0089.wav,"after entering the car, frazier glanced over his shoulder and noticed a brown paper package on the back seat."
Datasets/LJSpeech-1.1/wavs/LJ042-0211.wav,"is provided by the following, which was apparently written either on the ship coming back, or after his return from the soviet union, quote,"
Datasets/LJSpeech-1.1/wavs/LJ008-0161.wav,"presently fell, and were at once trampled to death."
Datasets/LJSpeech-1.1/wavs/LJ021-0158.wav,demoralization caused by vast unemployment is our greatest extravagance.
Datasets/LJSpeech-1.1/wavs/LJ043-0133.wav,attack on general walker
Datasets/LJSpeech-1.1/wavs/LJ043-0158.wav,question: and then he burned the book?
Datasets/LJSpeech-1.1/wavs/LJ035-0193.wav,"truly, who had returned with patrolman baker from the roof, saw the police questioning the warehouse employees."
Datasets/LJSpeech-1.1/wavs/LJ009-0186.wav,"pennant speaks of surgeons' hall as a handsome building, ornamented with ionic pilasters, and with a double flight of steps to the first floor."
Datasets/LJSpeech-1.1/wavs/LJ018-0184.wav,"one narrow escape he had, however, before he abandoned his old business."
Datasets/LJSpeech-1.1/wavs/LJ035-0064.wav,truly thought that the officer's gun at that time appeared to be almost touching the middle portion of oswald's body.
Datasets/LJSpeech-1.1/wavs/LJ032-0134.wav,"quote, near the firing end of the barrel about three inches under the woodstock when i took the woodstock loose, end quote,"
Datasets/LJSpeech-1.1/wavs/LJ045-0116.wav,"while the facts of his defection had become known in new orleans as a result of his radio debate with bringuier,"
Datasets/LJSpeech-1.1/wavs/LJ006-0048.wav,to these were still added an average of about fifty expecting the last penalty of the law; a certain number of transports awaiting removal to the colonies;
Datasets/LJSpeech-1.1/wavs/LJ030-0202.wav,reaction by secret service agents
Datasets/LJSpeech-1.1/wavs/LJ027-0054.wav,"since backboned animals are best known to most readers, they may be taken as an illustration."
Datasets/LJSpeech-1.1/wavs/LJ005-0049.wav,"the refuge, which had for its object the training of its inmates in habits of industry,"
Datasets/LJSpeech-1.1/wavs/LJ030-0011.wav,"at rice stadium a very large, enthusiastic crowd greeted the president."
Datasets/LJSpeech-1.1/wavs/LJ049-0109.wav,that the hostile act occur while the victim is engaged in or because of the performance of official duties.
Datasets/LJSpeech-1.1/wavs/LJ030-0118.wav,"in the downtown area, large crowds of spectators gave the president a tremendous reception."
Datasets/LJSpeech-1.1/wavs/LJ012-0215.wav,"and the jury returned a verdict of willful murder against persons unknown, expressing a strong opinion that bishop,"
Datasets/LJSpeech-1.1/wavs/LJ024-0006.wav,"a new member shall be appointed by the president then in office,"
Datasets/LJSpeech-1.1/wavs/LJ050-0151.wav,it makes no use of the recent developments in automatic data processing which are widely used in the business world and in other government offices.
Datasets/LJSpeech-1.1/wavs/LJ025-0014.wav,"cuvier devotes a special section to the division of organized beings into animals and vegetables,"
Datasets/LJSpeech-1.1/wavs/LJ019-0377.wav,and it is not strange if they did not very frequently hand up the offenders to the reproof and correction of the secretary of state.
Datasets/LJSpeech-1.1/wavs/LJ005-0022.wav,"while fully admitting the good intentions of the society, he condemned their ultra humanitarianism as misplaced."
Datasets/LJSpeech-1.1/wavs/LJ003-0095.wav,"quote, in this dreadful situation, end quote. who had been rescued from the hulks through the kindness and attention of the secretary of state."
Datasets/LJSpeech-1.1/wavs/LJ049-0071.wav,"if the advance preparation is thorough, and the protective devices and techniques employed are sound,"
Datasets/LJSpeech-1.1/wavs/LJ036-0010.wav,"(two) testimony of firearms identification experts establishing the identity of the murder weapon,"
Datasets/LJSpeech-1.1/wavs/LJ045-0029.wav,"the sole exception was the weekend of november sixteen to seventeen, nineteen sixty-three, the weekend before the assassination,"
Datasets/LJSpeech-1.1/wavs/LJ037-0239.wav,she confirmed this interview by a sworn affidavit.
Datasets/LJSpeech-1.1/wavs/LJ046-0049.wav,"more often than not, presidential journeys have served more than one purpose at the same time: ceremonial,"
Datasets/LJSpeech-1.1/wavs/LJ002-0230.wav,"the state of morals was disgraceful. any woman obtained admission if sober, and if she got drunk she was not turned out."
Datasets/LJSpeech-1.1/wavs/LJ046-0184.wav,but there is a system for the immediate notification of the secret service by the confining institution when a subject is released or escapes.
Datasets/LJSpeech-1.1/wavs/LJ005-0172.wav,when that time arrives
Datasets/LJSpeech-1.1/wavs/LJ050-0066.wav,the volume of references to the secret service has increased substantially since the new instructions went into effect;
Datasets/LJSpeech-1.1/wavs/LJ045-0016.wav,"on october twenty-third, i had attended a ultra-right meeting headed by general edwin a. walker, who lives in dallas."
Datasets/LJSpeech-1.1/wavs/LJ011-0049.wav,"fauntleroy constantly groaned aloud while the sermon proceeded, and contemporary reports declared"
Datasets/LJSpeech-1.1/wavs/LJ026-0064.wav,"but unlike that of the animal, it is not chiefly an income of foods, but only of the raw materials of food."
Datasets/LJSpeech-1.1/wavs/LJ022-0187.wav,but these twenty years have shown by experience definite possibilities for improvement.
Datasets/LJSpeech-1.1/wavs/LJ022-0138.wav,it has under consideration many measures which provide for the rounding out of the program of economic and social reconstruction
Datasets/LJSpeech-1.1/wavs/LJ036-0036.wav,"at about six:thirty p.m. on the day of the assassination, mcwatters viewed four men in a police lineup."
Datasets/LJSpeech-1.1/wavs/LJ049-0130.wav,the secret service must rely in large part
Datasets/LJSpeech-1.1/wavs/LJ046-0141.wav,"slightly more specific criteria were established for prs personnel processing white house mail referred by the white house mailroom,"
Datasets/LJSpeech-1.1/wavs/LJ045-0001.wav,report of the president's commission on the assassination of president kennedy. the warren commission report. by the president's commission on the assassination of president kennedy.
Datasets/LJSpeech-1.1/wavs/LJ005-0053.wav,a very valuable volume published by the society
Datasets/LJSpeech-1.1/wavs/LJ036-0096.wav,because of the overwhelming evidence that oswald was far away from the building by that time.
Datasets/LJSpeech-1.1/wavs/LJ014-0305.wav,"so enormous were his transactions, that they often affected the markets, and caused great fluctuations in prices."
Datasets/LJSpeech-1.1/wavs/LJ038-0200.wav,the city jail is located at the end of the bridge through which we always passed on going to the city (right in the beginning of the city after crossing the bridge).
Datasets/LJSpeech-1.1/wavs/LJ028-0250.wav,"such, then, were the circumstances of the first taking of babylon."
Datasets/LJSpeech-1.1/wavs/LJ019-0313.wav,"however, it now laid down in plain language and with precise details the requirements of a good jail system."
Datasets/LJSpeech-1.1/wavs/LJ037-0140.wav,l.j. lewis said in an interview that because of the distance from which he observed the gunman he would hesitate to state whether the man was identical with oswald.
Datasets/LJSpeech-1.1/wavs/LJ004-0115.wav,"infirmaries separating the sexes were also to be provided, a chapel too, and warm and cold baths."
Datasets/LJSpeech-1.1/wavs/LJ038-0250.wav,"another photograph of railroad tracks found among oswald's possessions was not identified by his wife,"
Datasets/LJSpeech-1.1/wavs/LJ048-0049.wav,possessed of this information to list oswald as a potential threat to the safety of the president.
Datasets/LJSpeech-1.1/wavs/LJ014-0172.wav,robert marley at the time of his arrest called himself a surgical instrument maker.
Datasets/LJSpeech-1.1/wavs/LJ047-0094.wav,by anti-castro cubans while distributing leaflets on behalf of the fair play for cuba committee.
Datasets/LJSpeech-1.1/wavs/LJ045-0239.wav,"which has been set forth above, only served to prolong the period during which he was the center of the attention of the entire world."
Datasets/LJSpeech-1.1/wavs/LJ004-0081.wav,"decent clothing and bedding, and a diet sufficient to support him."""
Datasets/LJSpeech-1.1/wavs/LJ045-0236.wav,he admitted nothing that would damage him but discussed other matters quite freely.
Datasets/LJSpeech-1.1/wavs/LJ012-0060.wav,"to let the coach change and pass petticoat lane en route to the jail, where the suffering woman might be handed over to her friends."
Datasets/LJSpeech-1.1/wavs/LJ034-0054.wav,"in addition, mandella was of the opinion that the print taken from the carton on the floor"
Datasets/LJSpeech-1.1/wavs/LJ031-0035.wav,"for a moment, mrs. kennedy refused to release the president, whom she held in her lap,"
Datasets/LJSpeech-1.1/wavs/LJ025-0027.wav,and its appurtenances must needs vary according to the nature of the aliment and the operations which it has to undergo
Datasets/LJSpeech-1.1/wavs/LJ028-0300.wav,"as it is, i kept my own counsel, and so accomplished my plans."
Datasets/LJSpeech-1.1/wavs/LJ048-0147.wav,the commission believes
